Lot ID,Wafer ID,Flow ID,TestStartTime,Yield,Bin 10,Bin 25,Bin 32,Bin 38,Bin 39
N3GG02.00-S,20,CP2,2020/03/09 16:04:31,98.1,0,0,31,3,4
N3GG03.00-S,20,CP2,2020/03/08 12:36:17,98.65,0,1,21,0,1
N3GG04.00-S,20,CP2,2020/03/08 16:57:01,98.25,0,1,30,0,3
N3GG05.00-S,20,CP2,2020/03/08 01:16:57,97.46,1,11,29,0,8
N3GG09.00-S,20,CP2,2020/03/08 15:28:54,98,0,4,33,0,1
N3GG10.00-S,20,CP2,2020/03/09 01:40:01,97.26,0,5,35,0,9
N3GG10.00-S,20,CP2,2020/03/09 18:26:54,97.31,0,5,35,0,9
N3GG11.00-S,20,CP2,2020/03/08 18:51:35,98.7,0,4,19,0,3
N3GG17.00-S,20,CP2,2020/03/08 02:00:25,98.8,0,1,21,1,0
N3GG19.00-S,20,CP2,2020/03/10 18:05:50,97.9,0,4,33,0,4
N3GG36.00-S,20,CP2,2020/03/08 22:49:23,98,0,0,36,2,2
N3GG47.00-S,20,CP2,2020/03/09 19:08:48,98.05,0,4,31,0,2
N3GG59.00-S,20,CP2,2020/03/09 02:45:10,98.2,0,1,30,0,4
N3GG64.00-S,20,CP2,2020/03/10 17:17:40,97.75,0,4,28,4,9
N3HG34.00-S,20,CP2,2020/03/10 02:59:50,98.45,0,2,22,1,5
N3CB83.00-S,21,CP2,2020/03/09 11:57:24,96.76,0,1,44,5,12
N3GB69.00-S,21,CP2,2020/03/08 12:10:46,98.45,0,3,24,0,3
N3GB74.00-S,21,CP2,2020/03/08 20:51:07,97.95,0,1,37,1,1
N3GB75.00-S,21,CP2,2020/03/09 07:48:16,98.6,0,0,26,1,1
N3GB97.00-S,21,CP2,2020/03/09 12:01:36,97.55,8,10,22,2,4
N3GC00.00-S,21,CP2,2020/03/08 03:41:09,98.15,0,1,32,0,3
N3GC03.00-S,21,CP2,2020/03/09 18:47:04,97.5,1,6,33,0,7
N3GC09.00-S,21,CP2,2020/03/10 06:07:42,97.95,1,4,33,0,1
N3GC17.00-S,21,CP2,2020/03/10 22:24:00,97.16,0,1,48,0,3
N3GC19.00-S,21,CP2,2020/03/08 04:34:36,97.55,1,2,35,5,5
N3GC27.00-S,21,CP2,2020/03/09 21:21:09,98.55,1,5,21,0,1
N3GC37.00-S,21,CP2,2020/03/09 09:20:37,98.4,0,2,29,0,1
N3GC39.00-S,21,CP2,2020/03/10 04:25:20,97.06,1,5,51,0,2
N3GC42.00-S,21,CP2,2020/03/10 11:16:03,97.85,1,1,31,6,4
N3GC47.00-S,21,CP2,2020/03/08 16:35:53,98.7,0,0,21,0,4
N3GC71.00-S,21,CP2,2020/03/08 07:34:42,96.86,0,3,58,0,2
N3GC76.00-S,21,CP2,2020/03/08 11:36:52,98.5,0,1,28,0,0
N3GC80.00-S,21,CP2,2020/03/09 11:30:12,97.75,1,3,33,0,4
N3GC90.00-S,21,CP2,2020/03/08 05:54:31,98.35,0,1,27,0,4
N3GC91.00-S,21,CP2,2020/03/10 14:58:45,97.11,0,1,50,2,4
N3GC93.00-S,21,CP2,2020/03/09 02:00:45,97.36,0,2,46,0,3
N3GC94.00-S,21,CP2,2020/03/08 17:31:13,98.05,0,2,29,3,4
N3GG02.00-S,21,CP2,2020/03/09 16:24:52,98.4,0,2,23,5,1
N3GG03.00-S,21,CP2,2020/03/08 13:00:49,98.65,0,1,21,0,2
N3GG04.00-S,21,CP2,2020/03/08 17:18:33,97.75,0,4,39,0,2
N3GG05.00-S,21,CP2,2020/03/08 01:38:36,98.35,3,3,22,1,2
N3GG09.00-S,21,CP2,2020/03/08 15:50:36,98.55,0,3,23,1,1
N3GG10.00-S,21,CP2,2020/03/09 22:52:31,94.81,0,10,69,0,18
N3GG10.00-S,21,CP2,2020/03/10 09:18:39,94.91,0,9,69,0,18
N3GG11.00-S,21,CP2,2020/03/08 19:15:59,98.65,0,0,25,0,2
N3GG17.00-S,21,CP2,2020/03/08 02:24:49,98.95,0,0,16,0,3
N3GG19.00-S,21,CP2,2020/03/10 18:26:01,99.1,0,0,11,1,3
N3GG36.00-S,21,CP2,2020/03/08 23:14:27,98.1,0,1,34,1,2
N3GG47.00-S,21,CP2,2020/03/09 19:30:15,97.5,0,0,43,0,5
N3GG59.00-S,21,CP2,2020/03/09 03:12:20,98.3,0,1,28,0,2
N3GG64.00-S,21,CP2,2020/03/10 17:40:22,98.15,0,1,25,4,4
N3HG34.00-S,21,CP2,2020/03/10 03:21:06,97.95,0,4,31,1,3
N3CB83.00-S,22,CP2,2020/03/09 12:22:15,96.71,0,0,46,9,11
N3CB83.00-S,22,CP2,2020/03/10 14:07:50,97.65,0,0,46,0,1
N3FN89.00-S,22,CP2,2020/03/08 07:50:23,96.71,1,1,50,0,3
N3FN89.00-S,22,CP2,2020/03/08 18:25:32,96.96,1,1,50,0,2
N3GB69.00-S,22,CP2,2020/03/08 12:32:31,97.65,1,1,40,1,3
N3GB74.00-S,22,CP2,2020/03/08 21:11:11,97.8,0,4,33,3,3
N3GB75.00-S,22,CP2,2020/03/09 08:12:26,98.7,0,1,19,0,3
N3GB97.00-S,22,CP2,2020/03/09 12:32:57,98.25,3,5,23,0,4
N3GB98.00-S,22,CP2,2020/03/08 18:56:35,97.75,2,3,36,0,1
N3GC00.00-S,22,CP2,2020/03/08 04:11:32,97.85,0,4,35,0,4
N3GC03.00-S,22,CP2,2020/03/09 19:11:18,98.75,1,2,15,1,3
N3GC05.00-S,22,CP2,2020/03/08 17:22:33,98.15,0,5,30,0,2
N3GC07.00-S,22,CP2,2020/03/09 06:13:44,98,0,0,37,0,1
N3GC09.00-S,22,CP2,2020/03/10 06:33:42,98.45,0,1,29,0,1
N3GC17.00-S,22,CP2,2020/03/10 22:45:39,98.8,0,1,19,0,2
N3GC19.00-S,22,CP2,2020/03/08 04:58:59,96.61,0,1,57,7,2
N3GC27.00-S,22,CP2,2020/03/09 21:43:02,98.6,0,5,18,3,1
N3GC37.00-S,22,CP2,2020/03/09 09:41:56,98.05,1,2,34,0,2
N3GC39.00-S,22,CP2,2020/03/10 04:49:52,97.41,8,5,38,0,0
N3GC42.00-S,22,CP2,2020/03/10 11:41:55,98.05,0,3,32,2,1
N3GC47.00-S,22,CP2,2020/03/08 16:59:58,98.45,0,3,25,0,2
N3GC71.00-S,22,CP2,2020/03/08 07:55:55,97.6,0,1,44,1,0
N3GC74.00-S,22,CP2,2020/03/08 00:02:56,98,0,1,30,5,3
N3GC76.00-S,22,CP2,2020/03/08 12:01:25,97.11,0,4,51,0,0
N3GC80.00-S,22,CP2,2020/03/09 11:55:11,97.75,1,4,37,0,3
N3GC90.00-S,22,CP2,2020/03/08 06:17:40,98.1,0,2,33,0,0
N3GC91.00-S,22,CP2,2020/03/10 15:23:46,98.2,0,4,28,3,1
N3GC93.00-S,22,CP2,2020/03/09 02:22:07,98.5,1,2,22,0,2
N3GC94.00-S,22,CP2,2020/03/08 17:53:09,97.21,0,1,47,2,4
N3GG02.00-S,22,CP2,2020/03/09 16:46:12,98.15,0,1,30,4,2
N3GG03.00-S,22,CP2,2020/03/08 13:22:18,97.9,0,3,35,0,2
N3GG04.00-S,22,CP2,2020/03/08 17:42:59,98.95,0,1,19,0,1
N3GG05.00-S,22,CP2,2020/03/08 01:59:04,97.55,1,6,36,1,4
N3GG09.00-S,22,CP2,2020/03/08 16:10:49,98.55,0,1,27,1,0
N3GG10.00-S,22,CP2,2020/03/09 23:40:22,95.11,0,13,68,0,16
N3GG10.00-S,22,CP2,2020/03/10 09:24:07,95.11,0,13,68,0,16
N3GG11.00-S,22,CP2,2020/03/08 19:37:20,98.65,0,1,23,0,2
N3GG14.00-S,22,CP2,2020/03/08 10:46:37,95.16,6,6,71,0,7
N3GG17.00-S,22,CP2,2020/03/08 02:46:11,98.8,0,1,22,0,0
N3GG19.00-S,22,CP2,2020/03/10 18:47:23,98.45,0,1,26,3,1
N3GG36.00-S,22,CP2,2020/03/08 23:36:17,97.21,0,4,45,4,1
N3GG47.00-S,22,CP2,2020/03/09 19:54:41,97.9,1,1,39,0,0
N3GG59.00-S,22,CP2,2020/03/09 03:36:31,98.2,0,1,30,0,5
N3GG64.00-S,22,CP2,2020/03/10 18:05:45,98.2,0,2,28,3,2
N3HG34.00-S,22,CP2,2020/03/10 03:42:20,98.85,0,1,19,2,0
N3CB83.00-S,23,CP2,2020/03/09 12:47:02,97.26,0,4,33,7,11
N3GB69.00-S,23,CP2,2020/03/08 12:57:30,96.56,0,5,59,1,3
N3GB74.00-S,23,CP2,2020/03/08 21:32:40,97.85,0,2,39,1,1
N3GB75.00-S,23,CP2,2020/03/09 08:39:29,98.75,0,1,21,0,1
N3GB97.00-S,23,CP2,2020/03/09 12:55:08,98.2,11,8,15,0,2
N3GB97.00-S,23,CP2,2020/03/10 05:47:58,98.75,0,8,15,0,2
N3GC00.00-S,23,CP2,2020/03/08 04:33:34,97.9,0,3,35,1,2
N3GC03.00-S,23,CP2,2020/03/09 19:35:36,98.25,0,4,26,0,4
N3GC07.00-S,23,CP2,2020/03/09 06:38:26,97.9,0,1,35,4,1
N3GC09.00-S,23,CP2,2020/03/10 06:59:53,97.5,0,0,46,0,4
N3GC12.00-S,23,CP2,2020/03/08 06:34:35,98.65,1,0,26,0,0
N3GC17.00-S,23,CP2,2020/03/10 23:10:25,98.35,0,0,27,0,4
N3GC19.00-S,23,CP2,2020/03/08 05:20:22,97.65,0,3,32,6,2
N3GC27.00-S,23,CP2,2020/03/09 22:08:09,98.15,6,7,23,0,1
N3GC37.00-S,23,CP2,2020/03/09 10:02:03,98.05,0,2,33,0,3
N3GC39.00-S,23,CP2,2020/03/10 05:11:48,98.6,0,2,24,0,2
N3GC42.00-S,23,CP2,2020/03/10 12:05:32,98.05,3,2,27,2,3
N3GC47.00-S,23,CP2,2020/03/08 17:27:02,97.95,0,2,31,0,7
N3GC71.00-S,23,CP2,2020/03/08 08:20:20,98.35,0,2,29,0,2
N3GC74.00-S,23,CP2,2020/03/08 00:27:21,97.55,1,2,39,5,2
N3GC76.00-S,23,CP2,2020/03/08 12:22:51,98.2,1,3,27,0,5
N3GC80.00-S,23,CP2,2020/03/09 12:16:57,96.96,1,9,41,0,5
N3GC90.00-S,23,CP2,2020/03/08 12:19:00,96.91,0,9,44,0,7
N3GC91.00-S,23,CP2,2020/03/10 15:48:51,98.5,0,5,20,4,0
N3GC93.00-S,23,CP2,2020/03/09 02:46:48,96.31,6,4,57,0,4
N3GC94.00-S,23,CP2,2020/03/08 18:18:12,98.1,0,2,32,2,2
N3GC95.00-S,23,CP2,2020/03/08 21:31:26,97.85,0,3,39,0,0
N3GG02.00-S,23,CP2,2020/03/09 17:06:25,98,0,2,30,5,2
N3GG03.00-S,23,CP2,2020/03/08 14:01:24,98.4,1,0,26,1,3
N3GG04.00-S,23,CP2,2020/03/08 18:04:37,96.96,0,2,45,0,10
N3GG09.00-S,23,CP2,2020/03/08 16:32:21,97.95,0,2,30,1,5
N3GG10.00-S,23,CP2,2020/03/09 02:04:06,96.71,0,4,50,0,9
N3GG11.00-S,23,CP2,2020/03/08 20:01:50,98.5,1,6,17,0,4
N3GG17.00-S,23,CP2,2020/03/08 03:10:31,98,0,1,30,0,7
N3GG19.00-S,23,CP2,2020/03/10 19:07:34,97.9,0,0,39,1,2
N3GG36.00-S,23,CP2,2020/03/09 00:01:11,97.21,0,3,46,0,6
N3GG47.00-S,23,CP2,2020/03/09 20:16:07,98.55,0,3,23,0,2
N3GG59.00-S,23,CP2,2020/03/09 04:00:43,97.8,0,4,32,0,4
N3GG64.00-S,23,CP2,2020/03/10 18:27:58,98.15,0,1,26,5,3
N3HG34.00-S,23,CP2,2020/03/10 04:02:31,97.41,0,2,39,0,10
N3CB83.00-S,24,CP2,2020/03/09 13:11:52,97.01,1,2,34,9,13
N3CB83.00-S,24,CP2,2020/03/10 14:10:50,97.9,0,2,34,0,5
N3CC17.00-S,24,CP2,2020/03/08 18:29:19,98.2,1,1,27,0,7
N3GB69.00-S,24,CP2,2020/03/08 13:19:19,98,0,2,33,1,3
N3GB71.00-S,24,CP2,2020/03/08 17:42:27,97.95,0,1,33,5,1
N3GB74.00-S,24,CP2,2020/03/08 21:52:51,98.8,0,3,16,3,1
N3GB75.00-S,24,CP2,2020/03/09 09:05:32,98.65,0,1,21,0,4
N3GB97.00-S,24,CP2,2020/03/09 13:20:21,98.05,0,8,24,0,4
N3GC00.00-S,24,CP2,2020/03/08 04:58:34,96.91,1,3,56,0,0
N3GC03.00-S,24,CP2,2020/03/09 19:56:38,98.7,0,4,18,0,3
N3GC07.00-S,24,CP2,2020/03/09 07:03:30,97.46,0,1,40,4,4
N3GC09.00-S,24,CP2,2020/03/10 07:20:57,97.46,0,1,46,0,3
N3GC17.00-S,24,CP2,2020/03/10 23:31:51,98.55,1,1,23,0,1
N3GC19.00-S,24,CP2,2020/03/08 05:44:44,97.55,0,0,41,5,1
N3GC27.00-S,24,CP2,2020/03/09 22:29:59,98.9,0,4,14,2,2
N3GC37.00-S,24,CP2,2020/03/09 10:23:15,97.85,0,1,36,2,3
N3GC39.00-S,24,CP2,2020/03/10 05:40:39,97.65,0,1,44,0,2
N3GC42.00-S,24,CP2,2020/03/10 12:31:03,96.81,1,8,33,13,5
N3GC47.00-S,24,CP2,2020/03/08 17:51:04,97.85,0,3,31,3,2
N3GC71.00-S,24,CP2,2020/03/08 08:41:39,98.25,0,1,33,0,1
N3GC74.00-S,24,CP2,2020/03/08 00:48:37,98.05,0,0,29,5,5
N3GC76.00-S,24,CP2,2020/03/08 12:47:32,96.26,0,5,59,0,7
N3GC80.00-S,24,CP2,2020/03/09 12:41:47,97.75,2,3,33,0,6
N3GC90.00-S,24,CP2,2020/03/08 06:42:04,97.41,0,7,33,0,8
N3GC91.00-S,24,CP2,2020/03/10 16:10:49,98,0,1,31,0,5
N3GC93.00-S,24,CP2,2020/03/09 03:08:14,97.5,1,2,41,0,5
N3GC94.00-S,24,CP2,2020/03/08 18:40:03,97.46,0,1,43,2,5
N3GG02.00-S,24,CP2,2020/03/09 17:27:46,97.65,0,3,39,2,2
N3GG03.00-S,24,CP2,2020/03/08 14:22:55,98.55,0,0,25,0,3
N3GG04.00-S,24,CP2,2020/03/08 18:29:07,98.1,0,4,31,0,1
N3GG09.00-S,24,CP2,2020/03/08 16:52:36,97.95,0,3,34,2,1
N3GG10.00-S,24,CP2,2020/03/09 02:31:11,97.21,0,8,38,1,5
N3GG10.00-S,24,CP2,2020/03/09 18:47:08,97.26,0,8,38,0,5
N3GG11.00-S,24,CP2,2020/03/08 20:23:10,98.4,0,2,27,0,3
N3GG16.00-S,24,CP2,2020/03/08 09:01:50,97.6,0,5,41,0,1
N3GG17.00-S,24,CP2,2020/03/08 03:31:53,98.65,0,0,22,0,3
N3GG19.00-S,24,CP2,2020/03/10 19:28:45,98.1,1,1,33,2,0
N3GG47.00-S,24,CP2,2020/03/09 20:40:38,98.05,0,3,31,0,4
N3GG59.00-S,24,CP2,2020/03/09 04:28:09,98.3,0,2,30,0,0
N3GG64.00-S,24,CP2,2020/03/10 18:53:18,97.21,0,4,42,4,2
N3HG34.00-S,24,CP2,2020/03/10 04:23:51,98.9,0,1,18,0,2
N3FN85.00-S,25,CP2,2020/03/08 07:21:15,97.06,2,2,51,3,0
N3GB69.00-S,25,CP2,2020/03/08 13:44:04,97.21,0,2,44,0,7
N3GB74.00-S,25,CP2,2020/03/08 22:14:32,98.15,5,3,23,3,1
N3GB75.00-S,25,CP2,2020/03/09 09:29:36,98.6,1,3,22,0,1
N3GB97.00-S,25,CP2,2020/03/09 13:45:26,97.95,0,4,34,1,1
N3GC00.00-S,25,CP2,2020/03/08 05:20:46,97.9,0,8,30,0,3
N3GC03.00-S,25,CP2,2020/03/09 20:20:48,98.3,0,1,29,0,3
N3GC07.00-S,25,CP2,2020/03/09 07:25:28,98.3,0,1,30,0,3
N3GC09.00-S,25,CP2,2020/03/10 07:45:03,98.65,0,1,22,0,2
N3GC17.00-S,25,CP2,2020/03/10 23:56:39,98.65,0,0,23,0,1
N3GC19.00-S,25,CP2,2020/03/08 06:09:12,97.65,1,1,38,2,5
N3GC27.00-S,25,CP2,2020/03/10 13:59:21,97.21,10,9,36,0,1
N3GC27.00-S,25,CP2,2020/03/10 14:49:54,97.7,0,9,36,0,1
N3GC37.00-S,25,CP2,2020/03/09 10:45:05,97.65,0,2,44,1,0
N3GC39.00-S,25,CP2,2020/03/10 06:02:02,97.5,0,3,42,0,3
N3GC42.00-S,25,CP2,2020/03/10 13:04:15,98.1,0,4,25,9,0
N3GC47.00-S,25,CP2,2020/03/08 18:18:07,98.5,0,0,30,0,0
N3GC71.00-S,25,CP2,2020/03/08 09:06:00,97.85,0,2,40,0,1
N3GC74.00-S,25,CP2,2020/03/08 01:12:59,97.16,0,4,41,4,8
N3GC76.00-S,25,CP2,2020/03/08 13:08:54,97.16,0,1,49,0,2
N3GC80.00-S,25,CP2,2020/03/09 13:03:30,97.41,0,2,44,0,3
N3GC90.00-S,25,CP2,2020/03/08 07:03:49,98.05,1,2,26,0,9
N3GC91.00-S,25,CP2,2020/03/10 16:35:40,97.65,1,3,35,2,5
N3GC93.00-S,25,CP2,2020/03/09 03:32:37,97.06,0,1,51,0,6
N3GC94.00-S,25,CP2,2020/03/08 19:04:58,98.2,1,1,31,2,1
N3GC95.00-S,25,CP2,2020/03/08 21:55:23,97.36,1,2,47,0,1
N3GG02.00-S,25,CP2,2020/03/09 17:47:51,98.6,0,4,18,3,1
N3GG03.00-S,25,CP2,2020/03/08 14:47:15,98.4,0,1,28,0,2
N3GG04.00-S,25,CP2,2020/03/08 18:50:39,98.25,1,5,24,0,2
N3GG09.00-S,25,CP2,2020/03/08 17:13:57,97.41,7,7,34,2,1
N3GG10.00-S,25,CP2,2020/03/09 02:55:19,97.6,0,2,35,1,9
N3GG11.00-S,25,CP2,2020/03/08 20:47:42,98.7,1,6,16,0,2
N3GG17.00-S,25,CP2,2020/03/08 03:56:07,97.9,0,4,31,1,3
N3GG19.00-S,25,CP2,2020/03/10 19:48:54,97.95,0,2,35,1,2
N3GG36.00-S,25,CP2,2020/03/09 00:23:03,97.7,0,1,41,1,2
N3GG47.00-S,25,CP2,2020/03/09 21:02:12,97.65,1,1,44,0,1
N3GG59.00-S,25,CP2,2020/03/09 04:52:18,98.35,0,1,28,0,4
N3GG64.00-S,25,CP2,2020/03/10 19:15:37,98.15,1,2,27,2,3
N3HG34.00-S,25,CP2,2020/03/10 04:44:06,97.06,0,3,46,0,6
