Lot ID,Wafer ID,Flow ID,TestStartTime,Yield,Bin 10,Bin 25,Bin 32,Bin 38,Bin 39
N3GB75.00-S,12,CP2,2020/03/09 05:08:29,98.25,0,1,20,7,7
N3GB77.04-S,12,CP2,2020/03/08 08:08:31,98.05,0,7,28,1,1
N3GB80.00-S,12,CP2,2020/03/08 20:31:56,98.05,0,4,31,0,3
N3GB97.00-S,12,CP2,2020/03/09 03:15:22,98.4,0,1,27,0,3
N3GC00.00-S,12,CP2,2020/03/08 07:25:57,98.1,1,2,32,0,2
N3GC03.00-S,12,CP2,2020/03/09 22:59:23,98.05,0,1,34,2,1
N3GC08.00-S,12,CP2,2020/03/08 06:53:06,98.15,2,10,22,1,2
N3GC09.00-S,12,CP2,2020/03/10 07:45:40,98.1,2,4,26,3,2
N3GC12.00-S,12,CP2,2020/03/09 05:55:04,97.55,0,5,38,0,5
N3GC17.00-S,12,CP2,2020/03/10 14:03:13,97.85,1,4,25,7,6
N3GC27.00-S,12,CP2,2020/03/10 09:31:12,98.15,3,4,26,1,2
N3GC37.00-S,12,CP2,2020/03/10 01:12:58,97.26,0,1,38,11,5
N3GC37.00-S,12,CP2,2020/03/10 10:21:48,98,0,1,38,0,1
N3GC39.00-S,12,CP2,2020/03/09 19:12:11,98.3,0,1,31,0,0
N3GC42.00-S,12,CP2,2020/03/10 04:20:04,98.15,0,1,32,1,3
N3GC71.00-S,12,CP2,2020/03/08 01:30:56,97.65,0,1,39,3,2
N3GC76.00-S,12,CP2,2020/03/08 14:48:44,97.16,0,1,40,5,9
N3GC79.00-S,12,CP2,2020/03/08 10:13:22,97.9,0,0,33,4,3
N3GC80.00-S,12,CP2,2020/03/09 12:14:57,97.41,0,1,38,9,4
N3GC89.00-S,12,CP2,2020/03/08 16:36:46,97.95,0,3,29,4,4
N3GC93.00-S,12,CP2,2020/03/08 20:37:48,96.46,0,4,56,1,7
N3GC94.00-S,12,CP2,2020/03/09 12:52:33,98.65,0,1,22,3,0
N3GC95.00-S,12,CP2,2020/03/09 07:47:28,97.7,1,2,40,0,3
N3GG02.00-S,12,CP2,2020/03/09 16:48:41,97.41,0,0,25,24,1
N3GG02.00-S,12,CP2,2020/03/10 09:01:36,98.55,0,0,25,1,1
N3GG03.00-S,12,CP2,2020/03/08 11:01:02,98.1,0,5,25,6,0
N3GG04.00-S,12,CP2,2020/03/09 12:52:48,98.45,0,1,26,1,1
N3GG08.00-S,12,CP2,2020/03/08 01:21:11,98.45,0,2,19,7,3
N3GG10.00-S,12,CP2,2020/03/10 02:47:18,97.6,0,2,37,3,5
N3GG11.00-S,12,CP2,2020/03/08 06:36:49,97.55,0,5,36,2,5
N3GG17.00-S,12,CP2,2020/03/08 15:14:39,97.95,1,2,28,8,0
N3GG19.00-S,12,CP2,2020/03/10 21:32:50,98,0,2,37,1,0
N3GG36.00-S,12,CP2,2020/03/09 05:21:55,97.9,0,2,36,3,1
N3GG47.00-S,12,CP2,2020/03/09 09:39:54,98.3,0,4,26,0,4
N3GG49.00-S,12,CP2,2020/03/10 13:21:26,97.41,0,3,44,1,4
N3GG59.00-S,12,CP2,2020/03/08 12:12:01,97.85,0,9,29,0,4
N3GG64.00-S,12,CP2,2020/03/10 22:37:11,98.7,0,2,21,0,3
N3HG34.00-S,12,CP2,2020/03/10 00:32:49,97.46,0,4,44,0,0
N3CB83.00-S,13,CP2,2020/03/09 08:03:16,96.31,0,3,49,7,15
N3GB71.00-S,13,CP2,2020/03/08 17:17:29,97.5,0,3,37,4,5
N3GB74.00-S,13,CP2,2020/03/08 17:42:43,97.9,0,7,31,2,0
N3GB75.00-S,13,CP2,2020/03/09 04:24:16,98.6,0,0,24,0,3
N3GB80.00-S,13,CP2,2020/03/09 11:49:43,97.36,0,10,35,0,5
N3GB80.00-S,13,CP2,2020/03/10 05:10:34,97.8,0,1,35,0,5
N3GB84.00-S,13,CP2,2020/03/08 10:06:17,97.65,0,3,38,0,4
N3GB86.00-S,13,CP2,2020/03/08 08:54:24,97.01,0,3,47,0,8
N3GB97.00-S,13,CP2,2020/03/09 08:27:48,98.75,0,3,18,1,2
N3GC01.00-S,13,CP2,2020/03/09 01:32:19,96.01,0,3,74,0,3
N3GC03.00-S,13,CP2,2020/03/09 15:33:30,98.6,1,1,23,0,3
N3GC09.00-S,13,CP2,2020/03/10 02:38:04,97.95,11,5,18,0,6
N3GC09.00-S,13,CP2,2020/03/10 14:31:55,98.5,0,5,18,0,6
N3GC17.00-S,13,CP2,2020/03/10 18:57:42,98.7,0,4,21,0,1
N3GC19.00-S,13,CP2,2020/03/09 12:14:33,98.05,0,0,34,1,0
N3GC27.00-S,13,CP2,2020/03/09 17:42:20,98.45,0,1,23,4,1
N3GC37.00-S,13,CP2,2020/03/09 06:29:42,97.85,0,3,38,0,0
N3GC39.00-S,13,CP2,2020/03/10 01:12:57,98.05,0,1,35,0,2
N3GC42.00-S,13,CP2,2020/03/10 07:02:47,97.41,0,4,38,3,5
N3GC47.00-S,13,CP2,2020/03/08 13:32:47,98.2,0,1,28,2,4
N3GC71.00-S,13,CP2,2020/03/08 04:27:19,97.9,0,1,38,0,2
N3GC76.00-S,13,CP2,2020/03/08 08:00:18,97.6,1,4,41,0,1
N3GC80.00-S,13,CP2,2020/03/09 08:08:54,98,2,2,32,0,1
N3GC93.00-S,13,CP2,2020/03/09 14:40:03,96.71,0,6,51,0,5
N3GC94.00-S,13,CP2,2020/03/08 14:17:24,97.85,0,4,34,2,2
N3GC95.00-S,13,CP2,2020/03/08 19:14:17,97.16,0,1,54,1,1
N3GG02.00-S,13,CP2,2020/03/09 13:35:20,98.3,0,2,25,3,0
N3GG03.00-S,13,CP2,2020/03/08 09:39:07,98.7,0,1,23,0,0
N3GG04.00-S,13,CP2,2020/03/08 14:00:17,98.1,0,1,32,0,5
N3GG09.00-S,13,CP2,2020/03/08 12:55:20,98.4,0,2,28,0,0
N3GG10.00-S,13,CP2,2020/03/08 23:32:01,97.75,0,3,35,0,4
N3GG11.00-S,13,CP2,2020/03/08 15:38:49,98.45,0,4,24,0,1
N3GG19.00-S,13,CP2,2020/03/10 15:27:41,97.85,0,1,39,0,1
N3GG36.00-S,13,CP2,2020/03/08 20:02:05,97.8,0,2,42,0,0
N3GG47.00-S,13,CP2,2020/03/09 16:24:40,97.95,0,3,26,0,7
N3GG59.00-S,13,CP2,2020/03/08 23:47:30,97.26,0,2,42,1,6
N3GG64.00-S,13,CP2,2020/03/10 14:23:56,98.05,0,2,27,3,3
N3HG34.00-S,13,CP2,2020/03/10 00:47:58,97.7,0,2,38,0,3
N3CB83.00-S,14,CP2,2020/03/09 08:46:23,96.11,0,3,50,8,14
N3CB83.00-S,14,CP2,2020/03/10 04:45:22,96.96,0,3,50,0,5
N3GB69.00-S,14,CP2,2020/03/08 09:20:55,97.8,1,4,29,3,4
N3GB74.00-S,14,CP2,2020/03/08 18:24:27,98.9,0,2,18,1,1
N3GB75.00-S,14,CP2,2020/03/09 04:53:40,98.8,0,3,17,0,3
N3GB97.00-S,14,CP2,2020/03/09 09:15:03,97.8,2,3,33,2,3
N3GC03.00-S,14,CP2,2020/03/09 16:03:49,98.85,0,1,18,0,4
N3GC07.00-S,14,CP2,2020/03/10 04:01:21,98.1,0,2,29,3,0
N3GC09.00-S,14,CP2,2020/03/10 03:09:31,98.25,1,3,29,0,2
N3GC17.00-S,14,CP2,2020/03/10 19:39:45,98.05,2,2,18,0,1
N3GC19.00-S,14,CP2,2020/03/08 01:49:10,98.3,0,2,28,2,2
N3GC27.00-S,14,CP2,2020/03/09 18:15:16,98.65,2,1,18,2,4
N3GC37.00-S,14,CP2,2020/03/09 06:56:04,97.7,0,5,40,0,1
N3GC39.00-S,14,CP2,2020/03/10 01:44:52,97.75,0,3,40,0,0
N3GC42.00-S,14,CP2,2020/03/10 07:32:21,97.7,0,1,26,8,7
N3GC47.00-S,14,CP2,2020/03/08 14:05:32,98.35,0,1,29,0,3
N3GC71.00-S,14,CP2,2020/03/08 04:53:16,98.05,0,0,36,0,2
N3GC76.00-S,14,CP2,2020/03/08 08:54:42,97.16,0,6,45,0,3
N3GC80.00-S,14,CP2,2020/03/09 08:46:38,98.4,0,1,28,0,2
N3GC93.00-S,14,CP2,2020/03/09 00:01:03,96.56,1,3,53,0,4
N3GC94.00-S,14,CP2,2020/03/08 14:45:48,98.2,0,5,24,2,4
N3GC95.00-S,14,CP2,2020/03/08 19:41:16,97.65,0,1,43,0,2
N3GG02.00-S,14,CP2,2020/03/09 13:58:49,98.25,0,2,28,4,1
N3GG03.00-S,14,CP2,2020/03/08 10:04:15,98.8,1,1,18,0,3
N3GG04.00-S,14,CP2,2020/03/08 14:35:54,97.06,0,4,45,0,9
N3GG09.00-S,14,CP2,2020/03/08 13:23:09,98.2,0,2,31,0,1
N3GG10.00-S,14,CP2,2020/03/09 00:00:55,97.6,0,4,35,0,5
N3GG11.00-S,14,CP2,2020/03/08 16:34:25,98,0,0,31,0,5
N3GG19.00-S,14,CP2,2020/03/10 16:00:19,98.25,0,2,31,0,0
N3GG36.00-S,14,CP2,2020/03/08 20:29:17,97.46,0,1,47,0,2
N3GG47.00-S,14,CP2,2020/03/09 16:50:44,97.6,0,3,40,0,5
N3GG59.00-S,14,CP2,2020/03/09 00:14:02,98.5,0,1,26,0,2
N3GG64.00-S,14,CP2,2020/03/10 14:48:59,97.7,0,1,33,7,3
N3HG34.00-S,14,CP2,2020/03/10 01:16:54,98.8,0,0,21,1,1
N3CB83.00-S,15,CP2,2020/03/09 09:11:26,96.46,0,1,40,15,13
N3CB83.00-S,15,CP2,2020/03/10 04:59:17,97.65,0,1,40,1,3
N3GB69.00-S,15,CP2,2020/03/08 09:47:31,98.35,0,2,25,0,2
N3GB74.00-S,15,CP2,2020/03/08 18:44:38,98.7,0,0,20,2,2
N3GB75.00-S,15,CP2,2020/03/09 05:17:44,98.6,1,1,22,0,4
N3GB90.00-S,15,CP2,2020/03/08 15:27:43,97.95,1,2,29,4,4
N3GB97.00-S,15,CP2,2020/03/09 09:40:04,98.15,1,7,24,2,3
N3GC03.00-S,15,CP2,2020/03/09 16:27:59,98.2,5,0,28,0,1
N3GC07.00-S,15,CP2,2020/03/09 08:01:50,97.75,0,2,40,0,1
N3GC09.00-S,15,CP2,2020/03/10 03:40:39,98.25,0,3,28,0,2
N3GC17.00-S,15,CP2,2020/03/10 20:02:12,98.5,1,1,21,0,7
N3GC19.00-S,15,CP2,2020/03/08 02:14:23,97.6,0,0,36,3,8
N3GC27.00-S,15,CP2,2020/03/09 18:37:18,98.85,0,2,21,0,0
N3GC37.00-S,15,CP2,2020/03/09 07:16:07,98.1,0,0,31,0,4
N3GC39.00-S,15,CP2,2020/03/10 02:06:24,97.75,0,2,42,0,1
N3GC42.00-S,15,CP2,2020/03/10 07:57:41,97.85,1,1,27,8,4
N3GC47.00-S,15,CP2,2020/03/08 14:29:36,98.55,0,4,23,0,1
N3GC71.00-S,15,CP2,2020/03/08 05:14:28,98.1,0,1,35,0,2
N3GC76.00-S,15,CP2,2020/03/08 09:19:14,97.6,0,3,41,0,4
N3GC80.00-S,15,CP2,2020/03/09 09:11:14,98.55,1,2,23,0,0
N3GC93.00-S,15,CP2,2020/03/09 00:25:51,98,0,2,35,0,1
N3GC94.00-S,15,CP2,2020/03/08 15:07:40,97.9,2,4,30,4,0
N3GC95.00-S,15,CP2,2020/03/08 20:14:01,97.7,0,1,45,0,0
N3GG02.00-S,15,CP2,2020/03/09 14:20:04,98.2,0,4,27,4,0
N3GG03.00-S,15,CP2,2020/03/08 10:25:39,98.2,0,2,30,0,1
N3GG04.00-S,15,CP2,2020/03/08 15:00:22,98.75,0,2,21,0,2
N3GG09.00-S,15,CP2,2020/03/08 13:43:25,98.55,1,1,26,0,1
N3GG10.00-S,15,CP2,2020/03/09 00:24:56,98.75,0,2,19,1,2
N3GG11.00-S,15,CP2,2020/03/08 16:55:44,98.7,0,2,20,0,4
N3GG17.00-S,15,CP2,2020/03/08 00:07:35,98.45,0,1,29,0,0
N3GG19.00-S,15,CP2,2020/03/10 16:21:36,99.05,0,0,19,0,0
N3GG36.00-S,15,CP2,2020/03/08 20:51:00,98,0,2,36,1,1
N3GG47.00-S,15,CP2,2020/03/09 17:12:11,98.5,0,2,27,0,0
N3GG59.00-S,15,CP2,2020/03/09 00:41:09,98.25,0,5,25,0,4
N3GG64.00-S,15,CP2,2020/03/10 15:14:09,96.91,0,2,47,3,3
N3HG34.00-S,15,CP2,2020/03/10 01:37:03,98,0,3,33,1,0
N3CB83.00-S,16,CP2,2020/03/09 09:36:11,96.86,0,2,41,8,10
N3CB83.00-S,16,CP2,2020/03/10 13:52:38,97.8,0,2,41,0,0
N3GB61.00-S,16,CP2,2020/03/08 02:20:38,96.76,2,1,56,2,3
N3GB69.00-S,16,CP2,2020/03/08 10:12:32,98.7,0,1,24,0,1
N3GB74.00-S,16,CP2,2020/03/08 19:06:02,98.9,0,1,17,1,1
N3GB75.00-S,16,CP2,2020/03/09 05:41:52,98.25,0,1,27,0,3
N3GB96.00-S,16,CP2,2020/03/08 19:41:05,97.9,0,7,33,0,1
N3GB97.00-S,16,CP2,2020/03/09 10:05:08,98.25,4,4,25,0,2
N3GC03.00-S,16,CP2,2020/03/09 16:52:19,98.7,1,1,20,0,1
N3GC09.00-S,16,CP2,2020/03/10 04:07:53,97.75,0,3,39,0,1
N3GC17.00-S,16,CP2,2020/03/10 20:26:49,98.65,1,3,22,0,1
N3GC19.00-S,16,CP2,2020/03/08 02:35:40,97.8,0,0,31,5,5
N3GC27.00-S,16,CP2,2020/03/09 19:02:15,98.35,4,7,15,2,3
N3GC29.00-S,16,CP2,2020/03/09 05:36:41,96.56,0,3,61,2,2
N3GC37.00-S,16,CP2,2020/03/09 07:37:27,97.41,0,1,46,1,2
N3GC39.00-S,16,CP2,2020/03/10 02:31:15,97.9,0,2,35,0,4
N3GC42.00-S,16,CP2,2020/03/10 08:24:11,97.6,1,1,29,9,4
N3GC47.00-S,16,CP2,2020/03/08 14:56:40,98.25,1,0,28,0,6
N3GC71.00-S,16,CP2,2020/03/08 05:38:51,97.95,0,0,39,0,1
N3GC76.00-S,16,CP2,2020/03/08 09:43:37,98.3,0,2,31,0,0
N3GC80.00-S,16,CP2,2020/03/09 09:35:50,98.15,0,7,26,0,4
N3GC90.00-S,16,CP2,2020/03/08 15:44:30,96.56,0,3,53,5,7
N3GC93.00-S,16,CP2,2020/03/10 01:58:00,97.95,0,0,40,0,1
N3GC94.00-S,16,CP2,2020/03/08 15:32:40,97.8,0,5,33,0,4
N3GG02.00-S,16,CP2,2020/03/09 14:40:16,98.45,0,3,23,2,1
N3GG03.00-S,16,CP2,2020/03/08 10:49:56,98.75,0,1,19,0,4
N3GG04.00-S,16,CP2,2020/03/08 15:22:00,97.65,0,1,41,0,4
N3GG09.00-S,16,CP2,2020/03/08 14:04:51,97.16,0,5,45,2,4
N3GG10.00-S,16,CP2,2020/03/09 00:48:56,97.5,0,1,42,0,3
N3GG11.00-S,16,CP2,2020/03/08 17:20:09,98.45,0,2,28,0,1
N3GG17.00-S,16,CP2,2020/03/08 00:28:49,98.5,1,1,23,0,4
N3GG19.00-S,16,CP2,2020/03/10 16:41:47,98.55,0,0,28,0,0
N3GG36.00-S,16,CP2,2020/03/08 21:15:50,97.9,0,0,39,3,0
N3GG47.00-S,16,CP2,2020/03/09 17:36:44,98.35,0,1,29,0,3
N3GG59.00-S,16,CP2,2020/03/09 01:05:19,98.5,0,1,24,0,3
N3GG64.00-S,16,CP2,2020/03/10 15:36:37,98.05,1,1,24,5,5
N3HG34.00-S,16,CP2,2020/03/10 18:04:53,96.26,2,5,48,0,11
N3CA47.00-S,17,CP2,2020/03/08 19:35:03,98.1,0,0,32,0,4
N3CB83.00-S,17,CP2,2020/03/09 10:20:56,97.26,0,3,27,9,15
N3CB83.00-S,17,CP2,2020/03/10 14:01:55,98.1,0,3,27,0,7
N3GB69.00-S,17,CP2,2020/03/08 10:37:31,98.85,0,2,19,0,2
N3GB74.00-S,17,CP2,2020/03/08 19:26:17,97.95,0,2,35,2,1
N3GB75.00-S,17,CP2,2020/03/09 06:08:59,98.75,0,0,20,1,2
N3GB97.00-S,17,CP2,2020/03/09 10:27:18,98.4,3,7,19,0,1
N3GC03.00-S,17,CP2,2020/03/09 17:13:32,98.45,1,4,24,0,1
N3GC07.00-S,17,CP2,2020/03/09 08:15:57,98.3,0,1,27,1,2
N3GC09.00-S,17,CP2,2020/03/10 04:29:08,97.41,3,7,39,0,2
N3GC17.00-S,17,CP2,2020/03/10 20:48:23,98.8,1,0,20,0,2
N3GC19.00-S,17,CP2,2020/03/08 02:59:57,97.85,0,2,27,10,4
N3GC27.00-S,17,CP2,2020/03/09 19:24:37,97.8,15,3,26,0,0
N3GC27.00-S,17,CP2,2020/03/10 07:19:59,98.55,0,3,26,0,0
N3GC37.00-S,17,CP2,2020/03/09 07:57:32,97.95,0,3,35,1,1
N3GC39.00-S,17,CP2,2020/03/10 02:52:38,97.26,0,2,50,0,3
N3GC42.00-S,17,CP2,2020/03/10 08:49:50,97.11,9,4,31,7,5
N3GC42.00-S,17,CP2,2020/03/10 14:36:20,97.9,0,4,31,0,5
N3GC47.00-S,17,CP2,2020/03/09 06:36:31,97.55,0,6,37,0,4
N3GC71.00-S,17,CP2,2020/03/08 06:03:06,97.95,0,0,40,0,1
N3GC76.00-S,17,CP2,2020/03/08 10:05:12,96.66,0,3,59,0,2
N3GC80.00-S,17,CP2,2020/03/09 09:57:24,98.25,4,2,25,0,0
N3GC93.00-S,17,CP2,2020/03/09 00:50:23,97.16,0,1,49,0,7
N3GC94.00-S,17,CP2,2020/03/08 15:57:42,98.2,0,1,28,1,4
N3GG02.00-S,17,CP2,2020/03/09 15:01:28,98.1,0,1,30,2,4
N3GG03.00-S,17,CP2,2020/03/08 11:14:20,98.05,0,2,30,0,3
N3GG04.00-S,17,CP2,2020/03/08 15:46:22,98.05,0,3,32,0,3
N3GG05.00-S,17,CP2,2020/03/08 00:12:53,97.8,0,3,35,0,4
N3GG09.00-S,17,CP2,2020/03/08 14:25:29,97.95,0,2,34,0,4
N3GG10.00-S,17,CP2,2020/03/09 22:08:21,96.51,0,10,41,0,15
N3GG10.00-S,17,CP2,2020/03/10 09:05:05,96.61,0,8,41,0,15
N3GG11.00-S,17,CP2,2020/03/08 17:41:26,98.35,0,2,29,0,1
N3GG17.00-S,17,CP2,2020/03/08 00:53:17,98.2,0,4,28,0,2
N3GG19.00-S,17,CP2,2020/03/10 17:03:04,98.05,0,2,35,0,1
N3GG36.00-S,17,CP2,2020/03/08 21:40:49,97.75,0,2,38,5,0
N3GG47.00-S,17,CP2,2020/03/09 17:58:10,97.41,1,3,44,0,3
N3GG59.00-S,17,CP2,2020/03/09 01:29:28,96.96,0,2,53,0,4
N3GG64.00-S,17,CP2,2020/03/10 16:01:56,97.31,0,3,41,3,5
N3HG34.00-S,17,CP2,2020/03/10 01:58:17,98.6,0,1,21,2,3
N3CB83.00-S,18,CP2,2020/03/09 10:45:47,97.85,0,2,25,8,8
N3CB83.00-S,18,CP2,2020/03/10 14:04:57,98.45,0,2,25,0,4
N3CC16.00-S,18,CP2,2020/03/08 16:09:09,96.91,0,2,57,0,2
N3GB69.00-S,18,CP2,2020/03/08 10:59:13,97.7,0,3,40,0,2
N3GB74.00-S,18,CP2,2020/03/08 19:47:33,98.5,0,4,23,2,0
N3GB75.00-S,18,CP2,2020/03/09 06:33:03,98.6,0,3,24,0,0
N3GB97.00-S,18,CP2,2020/03/09 10:52:19,98.35,1,4,22,1,2
N3GC03.00-S,18,CP2,2020/03/09 17:37:36,98.45,0,1,25,0,2
N3GC09.00-S,18,CP2,2020/03/10 04:53:13,98.4,1,0,28,0,3
N3GC17.00-S,18,CP2,2020/03/10 21:13:03,98,1,5,32,0,2
N3GC19.00-S,18,CP2,2020/03/08 03:24:29,98.15,0,0,31,3,1
N3GC27.00-S,18,CP2,2020/03/09 19:55:08,97.75,5,4,32,2,0
N3GC37.00-S,18,CP2,2020/03/09 08:18:46,97.95,0,2,37,0,1
N3GC39.00-S,18,CP2,2020/03/10 03:17:10,97.65,0,2,41,0,3
N3GC42.00-S,18,CP2,2020/03/10 09:19:06,97.85,0,4,22,12,4
N3GC47.00-S,18,CP2,2020/03/08 15:20:41,97.46,0,8,36,0,5
N3GC71.00-S,18,CP2,2020/03/08 06:24:34,97.95,0,2,35,0,2
N3GC76.00-S,18,CP2,2020/03/08 10:29:33,97.36,0,1,48,0,3
N3GC80.00-S,18,CP2,2020/03/09 10:22:13,97.41,2,4,39,0,3
N3GC93.00-S,18,CP2,2020/03/09 15:04:43,95.86,2,2,75,0,3
N3GC94.00-S,18,CP2,2020/03/08 16:19:36,98.15,0,3,29,1,4
N3GC95.00-S,18,CP2,2020/03/08 20:40:17,97.7,0,1,40,1,3
N3GG02.00-S,18,CP2,2020/03/09 15:21:41,98.55,0,3,23,3,0
N3GG03.00-S,18,CP2,2020/03/08 11:50:25,99.2,1,0,15,0,0
N3GG04.00-S,18,CP2,2020/03/08 16:10:56,97.01,0,3,50,0,5
N3GG05.00-S,18,CP2,2020/03/08 00:33:09,98.75,0,5,19,0,1
N3GG09.00-S,18,CP2,2020/03/08 14:46:50,98.2,0,4,27,1,3
N3GG10.00-S,18,CP2,2020/03/09 01:16:01,97.85,0,4,32,0,4
N3GG11.00-S,18,CP2,2020/03/08 18:05:48,98.15,0,2,32,0,2
N3GG17.00-S,18,CP2,2020/03/08 01:14:34,98.4,0,2,28,0,2
N3GG19.00-S,18,CP2,2020/03/10 17:23:10,98.65,0,0,24,1,2
N3GG36.00-S,18,CP2,2020/03/08 22:02:37,97.5,0,4,40,3,2
N3GG47.00-S,18,CP2,2020/03/09 18:22:35,97.55,0,4,39,0,5
N3GG59.00-S,18,CP2,2020/03/09 01:56:47,98.45,0,2,24,0,4
N3GG64.00-S,18,CP2,2020/03/10 16:27:34,97.65,0,4,34,5,2
N3HG34.00-S,18,CP2,2020/03/10 02:18:28,98.35,0,2,23,1,6
N3CB83.00-S,19,CP2,2020/03/09 11:10:33,97.5,1,1,36,5,7
N3CC16.00-S,19,CP2,2020/03/08 01:42:24,96.76,2,5,50,0,5
N3GB63.00-S,19,CP2,2020/03/08 14:40:46,95.66,0,3,76,0,7
N3GB69.00-S,19,CP2,2020/03/08 11:24:08,97.75,0,0,39,0,5
N3GB74.00-S,19,CP2,2020/03/08 20:09:13,98.05,0,2,34,3,0
N3GB75.00-S,19,CP2,2020/03/09 06:57:06,97.41,0,1,45,0,3
N3GB81.00-S,19,CP2,2020/03/08 17:06:21,97.75,0,0,37,6,0
N3GB97.00-S,19,CP2,2020/03/09 11:14:13,98.3,2,4,19,4,3
N3GC03.00-S,19,CP2,2020/03/09 18:01:41,98.25,2,2,28,0,3
N3GC09.00-S,19,CP2,2020/03/10 05:17:28,97.55,1,2,37,1,5
N3GC17.00-S,19,CP2,2020/03/10 21:37:37,98.35,0,2,31,0,0
N3GC19.00-S,19,CP2,2020/03/08 03:45:45,97.8,1,1,37,5,0
N3GC27.00-S,19,CP2,2020/03/09 20:17:25,98.05,0,8,27,2,1
N3GC28.00-S,19,CP2,2020/03/08 03:39:01,93.91,1,1,115,0,5
N3GC37.00-S,19,CP2,2020/03/09 08:39:15,97.65,0,1,42,0,2
N3GC39.00-S,19,CP2,2020/03/10 03:38:52,97.36,0,4,43,0,3
N3GC42.00-S,19,CP2,2020/03/10 09:45:03,96.36,29,5,33,1,5
N3GC47.00-S,19,CP2,2020/03/08 15:44:43,98.15,1,2,32,0,2
N3GC71.00-S,19,CP2,2020/03/08 06:48:51,97.65,0,5,41,0,1
N3GC76.00-S,19,CP2,2020/03/08 10:51:02,96.71,0,4,56,0,5
N3GC80.00-S,19,CP2,2020/03/09 10:43:39,97.65,0,3,39,0,2
N3GC89.00-S,19,CP2,2020/03/08 05:47:38,93.96,0,14,77,0,25
N3GC89.00-S,19,CP2,2020/03/08 19:20:37,94.01,0,14,77,0,24
N3GC91.00-S,19,CP2,2020/03/10 14:06:11,97.06,0,0,47,2,6
N3GC93.00-S,19,CP2,2020/03/09 01:11:51,96.46,1,3,55,0,9
N3GC94.00-S,19,CP2,2020/03/08 16:44:32,97.55,0,1,46,1,1
N3GC95.00-S,19,CP2,2020/03/08 21:04:20,97.7,0,3,38,0,1
N3GG02.00-S,19,CP2,2020/03/09 15:43:05,98.15,0,2,29,4,2
N3GG03.00-S,19,CP2,2020/03/08 12:14:52,98.85,0,2,18,0,1
N3GG04.00-S,19,CP2,2020/03/08 16:32:20,97.7,0,4,36,1,5
N3GG05.00-S,19,CP2,2020/03/08 00:56:29,98.75,2,3,17,0,3
N3GG09.00-S,19,CP2,2020/03/08 15:07:28,97.85,1,3,35,1,3
N3GG10.00-S,19,CP2,2020/03/10 00:31:01,96.16,0,10,46,0,16
N3GG10.00-S,19,CP2,2020/03/10 08:45:16,96.21,0,10,46,0,16
N3GG11.00-S,19,CP2,2020/03/08 18:30:07,98.95,0,0,18,0,3
N3GG16.00-S,19,CP2,2020/03/09 01:29:30,97.01,0,1,55,0,2
N3GG17.00-S,19,CP2,2020/03/08 01:39:01,98.15,0,1,32,0,3
N3GG19.00-S,19,CP2,2020/03/10 17:44:30,98.2,0,0,31,2,3
N3GG36.00-S,19,CP2,2020/03/08 22:27:41,97.7,1,0,42,2,0
N3GG47.00-S,19,CP2,2020/03/09 18:44:09,98.35,1,0,30,0,0
N3GG59.00-S,19,CP2,2020/03/09 02:20:58,98.55,0,2,23,0,3
N3GG64.00-S,19,CP2,2020/03/10 16:49:58,98.15,0,2,32,2,0
N3HG34.00-S,19,CP2,2020/03/10 02:39:41,98.6,0,1,27,0,0
N3CB83.00-S,20,CP2,2020/03/09 11:35:34,97.36,2,4,31,7,9
N3GB69.00-S,20,CP2,2020/03/08 11:45:46,97.7,0,1,38,2,5
N3GB73.00-S,20,CP2,2020/03/08 19:40:30,94.56,0,4,96,0,5
N3GB74.00-S,20,CP2,2020/03/08 20:29:24,98.55,0,5,18,3,2
N3GB75.00-S,20,CP2,2020/03/09 07:24:13,98.45,0,1,23,0,5
N3GB97.00-S,20,CP2,2020/03/09 11:39:33,97.75,1,8,28,2,4
N3GB98.00-S,20,CP2,2020/03/08 18:12:19,97.8,0,0,42,0,1
N3GC00.00-S,20,CP2,2020/03/08 02:15:01,97.41,0,6,43,0,1
N3GC03.00-S,20,CP2,2020/03/09 18:22:57,98.55,0,1,26,0,2
N3GC09.00-S,20,CP2,2020/03/10 05:43:43,97.9,0,2,37,0,2
N3GC17.00-S,20,CP2,2020/03/10 21:59:19,97.6,0,3,41,0,1
N3GC19.00-S,20,CP2,2020/03/08 04:10:03,98.05,0,4,25,5,3
N3GC27.00-S,20,CP2,2020/03/09 20:51:59,98.1,0,10,21,3,3
N3GC37.00-S,20,CP2,2020/03/09 09:00:30,98.25,0,1,34,0,0
N3GC39.00-S,20,CP2,2020/03/10 04:03:32,97.26,2,1,49,0,3
N3GC42.00-S,20,CP2,2020/03/10 10:50:38,98.1,0,1,24,8,5
N3GC47.00-S,20,CP2,2020/03/08 16:11:47,98.3,0,2,27,0,4
N3GC71.00-S,20,CP2,2020/03/08 07:10:12,97.6,1,0,42,0,3
N3GC76.00-S,20,CP2,2020/03/08 11:15:31,97.9,0,1,40,0,1
N3GC80.00-S,20,CP2,2020/03/09 11:08:33,97.55,0,2,42,0,1
N3GC91.00-S,20,CP2,2020/03/10 14:36:50,97.41,0,2,44,3,2
N3GC93.00-S,20,CP2,2020/03/09 01:36:13,97.9,1,2,38,0,0
N3GC94.00-S,20,CP2,2020/03/08 17:06:20,98.25,0,2,31,0,2
